Word,Number Of Occurences,Number Of Steps
turtledoves,3,27
luxuries,1,10
remained,11,121
extravagant,1,12
chronic,1,1
parkss,1,2
disgraced,5,15
demoiselles,2,8
steady,7,35
withdraw,1,6
reasonable,4,28
mistook,2,16
livelier,1,9
weeds,1,10
beethoven,1,11
sigh,26,26
might,115,230
place,99,297
gently,14,56
blowzy,1,5
unprofitable,1,6
india,3,21
judge,1,8
increasing,3,27
warmth,7,70
rashly,2,22
depths,2,2
napkins,1,2
overflowing,2,6
exulting,1,4
tour,5,25
drizzled,1,6
charmingly,2,14
wrestled,2,16
mauds,1,9
tina,15,150
commons,1,11
bluer,1,12
homily,1,13
always,188,188
easily,13,26
less,19,57
exertions,3,12
listeners,3,15
reveled,4,24
musician,6,42
romped,2,16
restrained,7,63
tailed,2,20
philandering,3,33
hymns,1,12
pocket,27,27
discussing,3,6
game,14,42
lest,10,40
buds,3,15
housekeeper,3,18
beamed,5,35
hinted,4,32
derangement,1,9
boards,2,2
military,1,2
laurence,99,297
jolie,1,4
doubly,2,10
ironin,1,6
hardships,3,3
looks,36,72
purple,10,30
otherwise,5,20
pail,3,15
indignation,6,36
diaphanous,1,7
sign,17,17
sobbed,4,8
garland,4,12
chloe,1,4
straightway,2,10
radiance,1,6
fastidious,3,21
spatted,1,8
sturdy,1,9
jangled,1,10
assiduity,1,11
rusty,2,24
seating,1,13
pain,27,27
arnica,1,2
hundred,8,24
accent,5,20
heroine,6,30
bankers,1,6
hed,12,12
envious,1,2
resolving,6,18
observing,8,32
assuming,2,10
shroud,3,18
mentor,3,21
oily,1,8
niobe,1,9
pyrotechnics,1,10
preachment,1,11
lowering,1,12
observed,29,29
moist,2,4
cart,1,3
stralanguage,1,4
ravishingly,1,5
imitating,3,18
dainty,7,7
flutelike,1,2
tongues,5,15
crushing,2,8
paternal,8,40
talents,1,6
entertained,1,7
hate,35,35
pair,44,88
tink,2,6
obliged,15,60
annies,2,10
pens,3,18
cinders,1,7
monster,2,16
racked,1,9
slumber,2,20
gladly,22,22
collar,4,8
moffat,28,84
badge,2,8
squashes,1,5
provoking,3,18
reviews,1,7
spider,4,32
aloof,2,18
smoothing,6,6
wearer,2,4
obstacles,4,12
chose,6,24
distinguished,3,15
helpful,7,42
awaiting,1,7
sonata,1,8
alighted,1,9
recreant,1,10
denials,1,11
co,1,12
months,14,14
abruptly,6,12
overseeing,1,3
gamp,1,4
currant,2,10
volubly,1,6
hath,1,7
one,707,707
drawing,20,40
stage,11,33
bureau,3,12
sense,36,180
ear,11,66
pause,20,140
safely,10,80
eggs,1,9
pounding,1,10
escapes,1,11
extent,3,36
theresa,1,13
assent,1,14
indulgent,1,15
blame,14,14
days,52,104
tugging,2,6
chickweed,2,8
shield,5,25
heiress,1,6
pinched,1,7
deceived,1,8
bald,2,18
peppermints,1,10
shimmering,1,11
chafed,1,12
thyself,1,13
shouting,1,14
eat,29,29
rubber,5,10
baggage,1,3
hem,3,12
anniversary,3,15
palatable,1,6
commissions,2,14
criticize,1,8
immaculate,2,18
tyrannize,1,10
stuttered,1,11
trouble,56,56
newborn,1,2
certainly,18,54
blithely,4,16
jolis,1,5
angry,20,120
pop,1,7
clubroom,1,8
clean,2,18
disperse,1,10
skipping,1,11
hen,2,24
esther,13,169
figures,4,56
piety,2,30
expulsion,1,16
observations,1,17
ducking,1,18
spaniards,1,19
bearded,1,20
heros,1,21
sewinsheen,1,22
certain,20,20
belle,20,40
madonna,1,3
romeo,1,4
sparkle,3,15
faithful,11,11
soon,121,242
restless,13,39
unheard,1,4
regret,18,90
gentle,19,114
beseech,1,7
limper,1,8
poles,1,9
frequently,3,30
touches,5,55
notebook,1,12
kirkes,2,26
charitable,1,14
taking,44,44
clashed,3,6
hortense,3,9
savagely,1,4
socrates,1,5
her,3245,3245
suffering,7,14
pot,11,33
empty,20,80
sparkling,1,5
salve,1,6
farmer,1,7
clear,9,72
eatin,1,9
darkly,6,60
sartor,1,11
trail,3,3
learning,24,48
hes,62,186
begged,18,72
glimpses,5,25
outcasts,1,6
repeated,3,21
henceforth,2,16
acorns,2,18
observer,1,10
silks,1,11
grammatical,1,12
beneficial,1,13
ball,24,24
quit,1,2
whats,16,48
also,46,184
rubbing,2,10
fortune,23,138
complete,5,35
ache,4,32
observes,1,9
double,5,50
invite,5,55
perform,2,24
superstition,1,13
dimple,1,14
near,34,34
hats,13,26
allowed,29,87
train,11,44
none,16,80
hump,1,6
case,8,56
balm,3,24
enemy,6,54
tiny,8,80
visits,4,44
buffeting,1,12
adrift,1,13
scratching,2,28
tears,52,52
tones,2,4
horsehair,2,6
turnover,2,8
impart,1,5
priest,2,12
injury,2,14
shawl,5,40
creeters,1,9
hev,2,20
reverential,1,11
chopped,1,12
preaching,2,26
heretofore,1,14
entree,1,15
crumpling,1,16
profitable,5,5
frills,2,4
neat,12,36
fortnights,1,4
mention,8,40
magnificently,1,6
smarter,1,7
disappointments,1,8
spiritless,2,18
everyone,79,79
forbear,1,2
convicted,1,3
bounds,1,4
prophesied,1,5
cash,1,6
gossiping,1,7
hardest,2,16
what,475,475
child,66,132
preserve,5,15
hey,9,36
comply,1,5
picturesque,8,48
kates,2,14
printed,6,48
anxiety,22,198
richmond,1,10
hyacinth,1,11
silky,1,12
forth,9,9
escaped,9,18
crossly,3,9
tales,12,48
curled,1,5
flirting,4,24
pickwick,16,112
packets,1,8
quiz,1,9
compare,1,10
behind,69,69
rubbed,3,6
huddled,1,3
turnovers,4,16
invitations,2,10
failure,10,60
puffs,1,7
perplexity,1,8
vegetables,1,9
trait,1,10
politest,1,11
philosophic,3,36
terrace,4,52
ballroom,3,42
allumettes,1,15
customer,1,16
cask,1,17
shawls,1,18
fell,71,71
stiffness,1,2
convent,1,3
reports,2,8
possessions,3,15
squirrel,3,18
sech,1,7
adhered,1,8
ornamental,1,9
lets,30,30
enough,96,192
moment,41,123
faded,9,36
promises,4,20
ladies,54,324
secret,35,245
bells,3,24
dreams,12,108
plucked,3,30
folly,5,55
limped,1,1
daily,23,46
harum,3,9
obediently,5,20
imploring,6,30
shopped,2,12
de,8,56
tub,4,32
admission,3,27
fatigue,1,10
modern,2,22
performing,1,12
whiffle,1,13
touched,28,28
busily,5,10
babel,1,3
sairy,1,4
sunset,5,25
endeavor,1,6
glasses,4,28
unassuming,1,8
brewery,1,9
histories,1,10
answered,78,78
josy,3,6
poodle,3,9
atlas,1,4
astonish,3,15
infect,1,6
banishment,1,7
inky,1,8
heloise,1,9
dabbling,1,10
cheered,5,5
crimped,1,2
shopman,1,3
chill,2,8
music,55,55
particular,12,24
smoothly,6,18
horse,19,76
cultivate,2,10
daunted,3,18
puck,2,14
risen,2,16
acquaintance,5,45
mightnt,1,10
paragraphs,1,11
poisons,1,12
watched,35,35
publicly,1,2
upside,4,12
load,3,12
lamented,2,10
rigmarole,1,6
contraries,2,14
pokers,1,8
tug,1,9
invent,1,10
belly,1,11
voices,12,12
drop,23,46
felt,172,516
overwhelming,2,8
impatient,8,40
cast,14,84
persuasive,6,42
dollars,11,88
eloquent,6,54
discovering,2,20
temptingly,1,11
premise,1,12
irrestible,1,13
satisfying,1,14
breakfasts,2,2
brave,13,26
directed,1,3
measles,1,4
spirited,3,15
discussion,5,30
ecstasy,1,7
blended,2,16
magnifique,1,9
powerful,1,10
grimmest,1,11
falter,2,24
displayed,2,2
ambition,7,14
restful,2,6
system,2,8
croqueting,1,5
barbers,1,6
dusk,4,28
justice,4,32
lavender,4,36
sundry,4,40
effectual,1,11
intractable,1,12
bootjack,2,26
apple,8,8
angered,1,2
confidence,11,33
tease,6,24
whiskers,2,10
rises,2,12
punchtuation,1,7
silliness,1,8
mullein,1,9
liberally,1,10
audacious,1,11
mammas,3,36
gained,1,13
motley,1,14
sadly,9,9
do,692,1384
frantically,1,3
poked,7,28
mistakes,6,30
unmask,1,6
silent,15,105
sect,1,8
ways,22,22
suited,17,34
shrill,3,9
blanc,6,24
unclasp,1,5
nigh,1,6
draped,3,21
agony,1,8
crowd,2,2
portuguese,2,4
disapprobation,1,3
featherbeds,1,4
rattling,3,15
bland,2,12
tun,1,7
affecting,1,8
despise,3,27
darkness,1,10
impertinence,1,11
away,328,328
hung,17,34
fainting,3,9
stairs,11,44
dollanity,1,5
pity,16,96
brooke,99,693
dr,7,56
sincerely,6,54
forty,16,160
cockles,1,11
abominably,2,24
unbent,1,13
chester,10,140
rumbling,1,15
purified,1,16
remonstrations,1,17
haired,4,4
christian,4,8
promised,27,81
crustiness,2,8
plaguing,1,5
religion,4,24
fixedly,1,7
conjectures,1,8
dialogue,1,1
refused,11,22
murmur,5,15
loan,1,4
mistaken,8,40
mathematical,1,6
getters,1,7
lunches,1,8
clap,1,9
filed,1,10
warbled,3,3
boundless,1,2
friday,2,6
verge,1,4
shrugged,1,5
sandwiches,1,6
personae,1,7
correctly,2,16
du,2,18
fulfilled,1,10
woke,12,12
onto,9,18
dust,11,33
valuable,7,28
newspapers,5,25
unsuspicious,2,12
surprising,2,14
ducks,1,8
sunburned,1,9
chimneys,1,10
byelow,1,11
pervaded,5,5
discarded,1,2
tut,3,9
bremer,1,4
jib,3,15
moved,4,24
buff,1,7
miraculously,1,8
enriches,1,9
blank,3,3
clattered,2,4
cravats,1,3
enclosing,1,4
assuring,1,5
expediency,1,6
tulle,2,14
goethe,1,8
crumble,1,9
everybody,25,25
vase,6,12
flower,13,39
yawning,2,8
influence,6,30
doors,3,18
acid,1,7
watches,3,24
adversity,1,9
deplore,1,10
morality,1,11
salvation,1,12
fire,59,59
kiss,37,74
das,4,12
redclyffe,1,4
matronly,3,15
begone,1,6
patronized,2,14
restante,1,8
voiced,1,9
cigarette,1,10
twittered,1,11
aster,1,1
special,5,10
crown,2,6
smoke,10,40
growing,12,60
ascended,1,6
gem,2,14
breadths,1,8
claw,1,9
debarred,1,10
mated,1,11
lager,1,12
daisys,3,39
snowdrops,1,14
topic,2,30
truck,1,16
broadcast,1,17
hannah,114,114
grace,24,48
jig,3,9
cupboard,1,4
halliards,1,5
recalled,6,36
mannie,1,7
personal,1,8
seminary,2,18
cornices,1,10
disloyalty,1,11
chaste,1,12
limbs,4,4
poker,2,4
healed,2,6
higher,5,20
permission,1,5
clay,4,24
fevers,1,7
economize,1,8
austrian,2,18
beggars,1,10
junglings,1,11
laurences,17,17
town,4,8
guilty,4,12
swear,2,8
fussed,4,20
pokes,1,6
popularly,1,7
undignified,1,8
progress,5,5
bless,39,78
swift,1,3
known,25,100
silly,32,160
doll,6,36
appealing,3,21
hunt,3,24
commissary,2,18
hovered,4,40
printing,1,11
steamer,1,12
banditti,1,13
greece,1,14
wandering,3,45
day,238,238
despair,26,52
tongue,29,87
talent,19,76
liking,6,30
artists,1,6
predicament,1,7
sentinel,1,8
drunk,4,36
valleys,1,10
blest,2,22
dying,8,8
lighted,5,10
emotion,5,15
perilous,3,12
reminding,1,5
starved,1,6
nook,2,14
advantage,3,24
trains,1,9
enemys,1,10
raspy,1,11
essay,1,12
get,239,239
often,66,132
squeeze,4,12
firm,9,36
apply,1,5
wheelbarrow,1,6
buried,6,6
refuses,1,2
taken,42,126
garret,13,52
yearning,2,10
gesticulating,1,6
ed,1,7
warbler,1,8
muddle,3,27
obey,3,30
strict,2,22
stillness,1,12
administered,3,39
shylock,1,14
apprehensions,1,15
heartless,1,16
chestnuts,2,34
customary,1,18
seldom,34,34
knows,21,42
pinching,2,6
noon,2,8
waltz,1,5
stroke,6,36
whirling,1,7
winning,2,16
frighten,3,3
ef,4,8
teasing,2,6
leghorn,1,4
betraying,2,10
forum,1,6
bonnivard,1,7
characters,9,9
apron,16,32
abominable,4,12
looms,1,4
trusting,1,5
puzzle,1,6
moves,1,7
passport,1,8
uniting,1,9
splashed,2,20
snow,19,19
broken,28,56
pumps,2,6
wide,18,72
rustle,3,15
satan,2,12
parrots,1,7
interferingest,1,8
pilgrimage,2,18
masculine,5,50
enlightened,3,33
unsold,1,12
fechter,1,13
toilettes,1,14
goddesses,1,15
menagerie,1,16
flowed,1,17
died,19,19
takes,15,30
tingling,1,3
gentleness,2,8
antonio,2,10
vast,2,12
solicited,1,7
discouraged,2,16
symposium,1,9
cathedral,1,10
spread,12,12
candy,2,4
cats,12,36
graces,3,12
crochety,1,5
piteous,2,12
shortening,1,7
fails,4,32
ballast,2,18
tossed,5,5
crossest,1,2
succeed,4,12
mates,2,8
afflicted,7,35
irritated,3,18
throng,4,28
threat,2,16
faithfulness,1,9
issuing,3,30
martial,1,11
bountiful,1,12
harmlessly,1,13
fessor,1,14
faced,7,7
third,20,40
affair,8,24
wicket,4,16
explanation,3,15
unruly,1,6
lighten,1,7
pinning,1,8
harvesting,2,18
portray,1,10
confer,2,22
jack,3,36
kite,3,39
have,712,712
em,11,22
flourish,5,15
bridegroom,4,16
bounce,10,50
charity,8,48
throne,2,14
convulsive,1,8
compasses,1,9
boots,36,36
en,4,8
succeeded,7,21
spectacles,8,32
theatre,2,10
drumsticks,1,6
proofs,3,21
mortal,8,64
affably,2,18
mourners,1,10
spank,1,11
perjured,1,12
exhaustion,2,2
gossiped,2,4
holly,1,3
grimy,1,4
march,295,295
weighed,4,8
scattered,9,27
moonlight,5,20
amazing,2,10
teapot,4,24
sugared,1,7
recovered,8,64
screaming,1,9
brilliancy,4,40
dispersed,1,11
gymnasium,1,1
despite,2,4
banc,1,3
cab,1,4
wellingtons,1,5
staels,1,6
exists,2,14
zest,1,8
undoubtingly,1,9
making,57,57
rumor,2,4
disgust,5,15
banisters,3,12
gets,13,65
band,8,48
weller,4,28
lobster,8,64
atlanta,1,9
roughshod,1,10
renew,1,11
understands,1,12
flannel,2,2
inviting,8,16
phrases,5,15
stoutly,6,24
naturedly,2,10
attempts,4,24
floating,3,21
periods,2,16
january,1,9
group,7,7
eleven,4,8
neck,13,39
witty,3,12
pocketbook,1,5
nobleness,1,6
booty,2,14
nerves,2,16
brightly,1,9
general,18,18
bang,3,6
inquiring,5,15
flight,3,12
dispatches,2,10
valnor,1,6
indulged,3,21
tips,1,8
explain,12,12
exhausted,3,6
raphael,2,6
rights,5,20
females,1,5
rice,1,6
reaching,2,14
apollo,1,8
breezy,1,9
grasshoppers,1,10
sauce,1,11
honor,29,29
globes,1,2
gravely,16,48
consigned,1,4
mortifying,2,10
blinds,1,6
sorrowfully,6,42
pendulum,2,16
moving,1,9
torments,1,10
peculiarly,3,33
enterprises,1,12
wolf,1,13
outstrip,1,14
compromised,1,15
affection,10,10
dies,3,6
nod,18,54
sum,10,40
nudge,2,10
articles,4,24
cutlasses,1,7
pencil,6,48
promenaded,3,27
sequel,1,10
jumped,3,33
pining,5,60
lapping,1,13
candle,1,14
odors,1,15
rich,61,61
downstairs,15,30
absorbed,28,84
sun,32,128
bank,6,30
grind,3,18
discretion,4,28
strained,3,24
exert,3,27
protests,1,10
disagreement,1,11
infantile,2,24
fed,8,8
stain,1,2
moil,1,3
kits,1,4
ceased,5,25
gingerly,1,6
eclipsed,2,14
heartache,3,24
stormily,1,9
remainder,1,10
inveterate,1,11
inhabitants,1,12
faces,38,38
duty,43,86
deserve,11,33
sensitive,3,12
mourned,1,5
flocks,1,6
breathes,1,7
oppose,1,8
blurred,2,18
china,9,9
tongs,4,8
events,3,9
dahlia,1,4
wicked,17,85
parade,3,18
whispers,3,21
involved,2,16
can,258,258
ringlets,2,4
fish,7,21
stayed,6,24
circulated,2,10
lexicon,1,6
dentists,1,7
callers,1,8
discipline,1,9
marmar,4,40
trying,99,99
slate,4,8
fiddlesticks,1,3
seed,2,8
defeating,1,5
braids,1,6
rightly,4,28
legal,2,16
bacchus,1,9
stair,1,10
pale,26,26
thou,16,32
cap,18,54
approaching,5,20
training,4,20
primroses,1,6
seventy,3,21
distributing,1,8
jour,1,9
wanderings,3,30
crisscross,1,11
tinware,1,12
lightning,1,13
bluntly,1,14
cherishing,2,30
carnival,1,16
forming,3,51
exhilarating,2,36
perfect,26,26
gorgeous,7,14
departed,21,63
mishaps,2,8
moral,12,60
remembering,16,96
goal,1,7
bess,1,8
best,175,175
nom,2,4
prank,4,12
wagon,3,12
enticed,1,5
stomachs,1,6
continuing,1,7
grudging,1,1
envied,1,2
fittest,2,6
sinner,4,16
meager,1,5
christened,2,12
affable,2,14
damaged,5,40
gather,3,27
unclasped,1,10
africa,1,1
fourth,4,8
cat,9,27
fail,10,40
ruddy,4,20
lotty,6,36
earning,2,14
michelangelo,1,8
femme,1,9
scornful,1,10
emerged,3,3
gape,1,2
irrepressible,5,15
response,1,4
struggled,2,10
mashay,1,6
dovecote,4,28
dispatched,3,24
solve,1,9
popular,2,20
consider,6,66
blindest,1,12
advisers,1,13
professorins,1,14
expression,61,61
venturing,1,2
dances,4,12
lined,5,20
worked,19,95
grubbing,2,12
seek,1,7
chivalrous,1,8
opy,1,9
blooms,1,10
could,362,362
insult,8,16
saying,86,258
nor,39,156
destroyed,2,10
edgeworth,2,12
splash,4,28
keyhole,2,16
belong,3,27
flannels,1,10
praises,2,22
raising,1,12
seem,50,50
demanded,10,20
accomplished,12,36
palm,3,12
responsibility,2,10
bilin,1,6
introduction,1,7
promenades,2,16
thoughtless,1,9
not,922,922
seen,55,110
singing,11,33
twitted,1,4
flame,2,10
press,1,6
grove,5,35
heroines,1,8
features,2,18
unkind,1,10
newcomers,1,11
jubilant,1,12
idiot,1,13
deeds,2,28
sniffs,1,15
fair,46,46
dead,24,48
drummer,1,3
spoiled,30,120
precious,31,155
subject,23,138
fist,8,56
pardonable,3,24
scribbled,6,54
sleepin,1,10
infinite,5,55
topics,1,12
speculated,1,13
crowns,1,14
unconquerable,1,15
mourner,1,16
asters,1,17
burdens,8,8
enters,1,2
saucy,2,6
vigorously,2,8
sympathizes,2,10
breeze,1,6
degrading,1,7
service,9,72
deceive,4,36
nov,1,10
chesters,5,55
sweets,1,12
now,399,399
hugos,1,2
excited,22,66
surely,6,24
planted,2,10
deaf,3,18
thirty,15,105
unfeminine,2,16
winters,1,9
saved,5,5
sore,6,12
belzoni,1,3
sermons,4,16
illumination,1,5
legacies,1,6
few,78,78
sees,9,18
thanking,2,6
gilding,1,4
graphic,1,5
perverse,3,18
biddies,1,7
adventurous,2,16
patty,1,9
playfellows,1,10
steered,1,11
tell,218,218
accepted,12,24
clothed,1,3
ferdinand,2,8
fo,2,10
wrinkles,2,12
caresses,1,7
artlessly,1,8
samples,2,18
defined,2,20
secluded,1,11
pray,16,16
philter,2,4
linen,7,21
afflictions,2,8
nightcap,1,5
searching,1,6
infallible,1,7
homelike,6,48
unromantic,3,27
traces,2,20
lunatic,2,22
meditation,2,24
bagged,1,13
contentedly,2,2
watching,22,44
infirmity,1,3
objectionable,2,8
soothing,5,25
lock,3,18
blissfully,3,21
encircled,1,8
believers,1,9
deal,57,57
two,144,288
tired,62,186
severe,4,16
umbrella,21,105
donkey,2,12
scattering,1,7
frostbitten,2,16
accidents,4,36
jove,3,30
damages,1,11
bribe,3,36
skillful,1,13
ship,3,42
digest,1,15
grew,38,38
happily,8,16
masked,2,6
ruse,1,4
wooing,4,20
passages,4,24
raisins,4,28
ancients,2,16
supplying,2,18
premature,1,10
dozens,2,22
bobbing,1,12
salubrious,1,13
undisturbed,1,14
important,19,19
struggles,3,6
islands,2,6
coast,1,4
inexpensive,1,5
beth,414,414
gilded,2,4
danced,15,45
rockets,2,8
fairly,5,25
chiny,1,6
wonderfully,5,35
rummaging,4,32
ghost,8,72
schools,1,10
buffaloes,2,22
lines,9,108
boswells,1,13
nephew,3,42
ruling,2,30
rumble,1,16
endowing,1,17
chubby,3,54
forgetfulness,1,19
fluently,1,20
stitched,2,2
chrysanthemum,1,2
ride,12,36
praised,6,24
rush,6,30
predicted,2,12
pretending,3,21
battle,1,8
resisting,1,9
efening,2,20
wrastle,1,11
canvas,1,12
each,88,88
airs,12,24
sorrows,4,12
geese,5,20
supply,5,25
deluded,1,6
cleaning,1,7
untrue,2,16
giving,27,27
dear,263,526
done,136,408
snatched,3,12
situation,1,5
supplied,7,42
sahara,1,7
combs,1,8
missis,1,9
repent,2,20
knelt,1,11
rue,1,12
danneckers,1,13
stopped,39,39
gallant,7,14
failed,13,39
moments,8,32
remarks,10,50
rudest,1,6
scribbles,1,7
disorderly,1,8
occupation,1,9
repair,1,10
abuses,1,11
twilled,2,24
rug,5,5
jolly,23,46
leaving,29,87
quarts,4,16
stuck,9,45
rosyfaced,1,6
looker,1,7
demure,2,16
corked,1,9
bad,73,73
cave,3,6
slight,7,21
fleetly,1,4
martin,2,10
alighting,1,6
solace,3,21
primming,1,8
impetuous,3,27
distinguish,2,20
titles,2,22
martyrdom,1,12
progressing,1,13
significance,2,28
orderly,1,15
edge,1,16
keeps,14,14
lark,5,10
kept,71,213
grinding,1,4
sort,70,350
gazing,2,12
pressed,6,42
trimmed,4,32
comfortably,6,54
neds,1,10
saves,1,11
vigorous,1,12
lowest,1,13
vivid,1,14
airy,5,5
comforter,2,4
follow,4,12
longlegs,1,4
pushed,6,30
socks,3,18
reminisced,1,7
fineness,1,8
choice,2,18
cinder,1,10
clothes,25,25
bag,14,28
scrabble,5,15
caressed,5,20
pattern,3,15
wrinkled,3,18
alike,4,28
concern,2,16
pere,1,9
resign,1,10
lovely,69,69
subside,2,4
scandalizing,1,3
composing,1,4
chokes,1,5
hounds,1,6
protest,1,7
disapprove,1,8
falling,7,63
scrapbooks,1,10
youngest,2,2
sending,6,12
pinch,4,12
poorhouse,1,4
tableaux,1,5
suspected,4,24
drawn,6,42
grocerman,1,8
ubiquitous,1,9
guards,2,20
procrastination,1,11
gentlemens,1,12
tarantella,1,13
depravity,1,14
ceaseless,1,15
naughtiest,1,16
run,34,34
obliging,4,8
mottoes,1,3
property,7,28
insisted,12,60
tires,1,6
evenings,6,42
approve,9,72
demon,2,18
rebelled,3,30
characteristically,1,11
earnestly,7,84
unnaturally,1,13
sausage,1,14
eyelids,1,15
pothooks,1,16
endow,1,17
horrified,3,3
blundering,2,4
anxiously,7,21
slaves,1,4
hereafter,2,10
babies,36,216
distinction,1,7
doings,2,16
reckless,1,9
truer,1,10
sight,42,42
used,91,182
offered,28,84
showing,11,44
lapse,2,10
puff,2,12
slung,1,7
abundant,2,16
surrounds,1,9
defended,3,30
baptized,1,11
teddyism,1,12
librarians,1,13
toys,1,14
darkened,3,3
mice,3,6
candles,1,3
fortunate,6,24
unlocking,2,10
commendation,2,12
uninvited,1,7
chickens,2,16
brocade,1,9
pepper,1,10
psyche,1,11
disquiet,1,12
preached,4,52
concert,2,28
testify,1,15
tumultuous,1,1
parcel,6,12
stitches,4,12
draws,2,8
turquoise,4,20
dodge,1,6
faltered,3,21
hospitals,2,16
inconsistent,1,9
passports,2,20
fields,1,11
castanets,1,1
breath,29,58
tempered,5,15
therefore,10,40
tire,3,15
picket,1,6
towels,1,7
decorous,3,24
sentences,2,18
astray,1,10
lashes,1,11
socratic,2,24
dont,543,543
begin,34,68
below,11,33
wife,37,148
gracious,5,25
repaid,2,12
calico,2,14
ungentlemanly,1,8
preserves,1,9
housewife,2,20
hegel,1,11
required,1,12
looked,240,240
arent,13,26
fits,6,18
abused,1,4
rouse,2,10
preserver,1,6
having,97,97
hid,14,28
supposed,6,18
picnics,2,8
morbid,2,10
unprotected,1,6
faint,7,7
favorite,25,50
petted,7,21
instinct,5,20
echoed,3,15
musingly,1,6
ungratefully,2,14
sacred,7,56
straws,1,9
flesh,3,30
millionaires,1,11
correspondent,1,12
pawing,1,13
mon,1,14
beggar,2,30
tendencies,1,16
roll,5,5
comforted,14,28
strokes,1,3
awake,11,44
chambers,1,5
plaster,3,18
inspected,1,7
rampant,2,16
peinte,1,9
division,1,10
need,61,61
particularly,18,36
mop,5,15
expressing,2,8
volume,2,10
mays,6,36
demoralized,1,7
recamier,1,8
treasure,7,7
shouldnt,23,46
exasperating,3,9
bred,7,28
depends,4,20
atonement,1,6
cigars,2,14
go,394,394
folded,14,28
walked,37,111
weak,8,32
scarcely,1,5
rejoicing,5,30
choked,1,7
nobler,1,8
tuddy,1,9
thrust,1,10
buoyancy,1,11
flank,1,12
ironed,1,1
heidelberg,2,4
humbled,1,3
token,1,4
wristbands,2,10
hilltops,1,6
wills,5,35
unlimited,1,8
statement,1,9
faulty,2,20
difficulties,3,33
weal,1,12
comfortable,35,35
intense,3,6
picnic,4,12
stake,3,12
scuttled,1,5
bay,3,18
hopped,2,14
eer,1,8
flirts,1,9
ills,2,20
inelegantly,1,11
capitally,6,6
bonbons,3,6
bouquet,5,15
consciousness,6,24
grown,17,85
agitated,3,18
defender,1,7
parched,1,8
innocents,1,9
distinguishing,1,10
philosopher,3,33
wean,2,24
unfailing,2,26
him,782,782
pages,9,18
goblins,1,3
kittens,7,28
flutter,6,30
persuasions,1,6
arrested,4,28
jungfrau,2,16
likenesses,1,9
uses,2,20
coats,1,11
prickly,3,36
lucifer,1,13
shooting,1,1
shovel,1,2
gutter,1,3
vanity,9,36
blossom,5,25
clashing,2,12
lucid,1,7
happiest,10,10
parading,1,2
breasts,2,6
services,3,12
seashore,2,10
corroberate,1,6
fancywork,1,7
gallery,1,8
antoinettes,1,9
enfant,1,10
wear,39,39
upset,11,22
belief,4,12
faults,9,36
sailors,1,5
bethys,1,6
uproar,2,14
naughtiness,1,8
spreadeagle,1,9
proper,43,43
under,91,182
picked,10,30
musical,5,20
hardly,16,80
pastoral,2,12
arrayed,1,7
complaints,2,16
boat,10,90
freshmen,1,10
gloom,3,33
apologize,1,12
preserved,2,26
gathers,1,14
dood,1,15
greener,1,16
endeavoring,1,17
allow,14,14
nightcaps,2,4
condemns,1,3
brick,2,8
belied,1,5
slow,5,30
humanity,1,7
when,708,708
his,1118,2236
tickled,1,3
hardness,2,8
prize,8,40
savest,1,6
schiller,1,7
nearly,41,41
beginning,23,46
friends,81,243
charming,40,160
debt,5,25
breast,6,36
croquet,6,42
hit,5,40
ornamented,1,9
allude,2,20
desponding,2,22
garten,2,24
guide,3,3
cousins,4,8
bitter,24,72
turvy,7,28
stroked,2,10
degree,3,18
glowing,1,1
feather,3,6
warming,3,9
remodeled,2,8
motherish,1,5
bookkeeper,1,6
weaknesses,2,14
digress,1,8
motives,1,9
pilgrim,3,3
accompanied,5,10
aisy,2,6
limes,12,48
temptations,7,35
outlive,1,6
boaz,1,7
tramp,3,24
unwary,1,9
ocean,2,20
crowned,2,22
pointers,1,12
mercifully,2,26
assistant,1,14
doing,56,56
steps,14,28
managed,10,30
adelon,2,8
slave,7,35
maltreated,1,6
worlds,1,7
myself,90,90
excitement,14,28
sailed,6,18
pane,1,4
plummy,2,10
contribution,2,12
illness,3,21
randal,4,32
bitten,1,9
shrines,1,10
sprawled,1,11
reflections,1,12
sisterly,7,7
ha,9,18
broke,25,75
nature,24,96
doom,3,15
startled,8,48
lull,6,42
convenience,1,8
cracked,1,9
trifling,4,40
bridling,1,11
severely,2,24
undeniable,1,13
que,1,14
wonderful,10,10
brew,1,2
dragged,4,12
defend,3,12
winding,4,20
tragic,10,60
laying,6,42
buttonhole,3,24
pang,1,9
whereat,3,30
conscious,6,66
clears,1,12
ripen,3,39
wifes,2,28
sprays,1,15
underscored,1,16
hobby,1,17
statuesque,1,18
maynt,3,3
depth,1,2
false,2,6
rudeness,1,4
local,1,5
impromptu,4,24
salver,1,7
emphatically,2,16
jubilation,1,9
absorb,2,20
convert,1,11
grovelers,1,12
tinas,1,13
legend,1,14
suggestive,6,6
serious,13,26
preparations,5,15
robbed,1,4
granddaughter,1,5
movements,2,12
questioning,1,7
titania,1,8
poorest,1,9
investigating,1,10
waters,1,11
he,1502,1502
silk,30,60
josyphine,1,3
ruinous,2,8
rome,8,40
unspoken,1,6
petticoat,1,7
planning,3,24
tending,1,9
highborn,1,10
consequence,1,11
contributor,1,12
wont,175,175
niminy,1,2
door,89,267
